client_id,visitor_id,completed,duration,age,clnt_tenure,last_step,completed_numeric
4098282,29058963_49434004285,yes,4.93,46.5,9 years ,confirm,1
4098855,14679021_47454982673,no,,58.0,23 years ,,0
4098855,750528384_35141892655,no,,58.0,23 years ,,0
4098999,590749218_68739390420,no,4.78,61.0,7 years ,step_3,0
4099573,75715708_77205465129,yes,4.08,65.5,7 years ,confirm,1
4099580,587089147_10526735560,yes,-2431.52,57.5,14 years ,confirm,1
4099602,599091999_26041918412,no,0.08,38.0,6 years ,step_1,0
4099829,543280394_96226355337,yes,7.93,66.5,20 years ,confirm,1
4100506,993709592_21903757984,no,-0.28,26.0,5 years ,step_1,0
4100887,914818247_50959361867,no,,36.0,24 years ,,0
4101005,222415554_41255719580,yes,10.95,44.5,23 years ,confirm,1
4101033,470682250_89103541906,yes,3.25,30.5,6 years ,confirm,1
4102473,75018210_18515076761,yes,3.67,30.0,4 years ,confirm,1
4102723,317054374_47168980218,no,,55.5,6 years ,confirm,0
4102723,619682002_98111882210,yes,7.5,55.5,6 years ,confirm,1
4103512,461499819_53657984072,no,,29.0,7 years ,,0
4104396,885858883_66410658242,yes,3.27,49.5,9 years ,confirm,1
4105875,390341220_12641186491,no,,65.0,32 years ,,0
4105875,92672529_90081209098,no,1.7,65.0,32 years ,step_3,0
4106010,172611832_10424711739,no,2.73,47.0,6 years ,step_3,0
4106308,543883223_6917657159,yes,2.67,49.5,18 years ,confirm,1
4106356,212953144_72654433688,no,-0.62,30.0,20 years ,step_1,0
4106356,794431417_67525083198,no,,30.0,20 years ,,0
4106367,591812041_7588828293,yes,5.75,24.5,5 years ,confirm,1
4107255,536627114_94648847896,no,-20171.75,25.0,4 years ,step_2,0
4107591,633734793_93466066009,yes,2.5,56.5,9 years ,confirm,1
4108799,242784474_75629404233,no,-0.78,45.0,22 years ,step_3,0
4109359,697909574_6490661130,yes,10.05,42.0,8 years ,confirm,1
4110011,966831022_1791369115,no,,43.0,10 years ,,0
4111814,791327498_24706380871,yes,2.37,49.5,15 years ,confirm,1
4112213,34804814_97490295572,yes,-8507.6,29.5,23 years ,confirm,1
4112213,725037302_87257541596,no,3.4,29.5,23 years ,step_3,0
4112248,211596544_47714153571,yes,-764.6,65.5,11 years ,confirm,1
4112474,616855319_3983481073,yes,7.45,24.0,21 years ,confirm,1
4113740,31442370_87601999130,yes,4.67,31.5,9 years ,confirm,1
4114037,275410771_57410671649,yes,1.45,37.0,6 years ,confirm,1
4115478,704997526_78788777218,no,,36.0,15 years ,,0
4115478,933887425_53708371278,no,0.75,36.0,15 years ,step_2,0
4115540,3258775_82757014282,no,3.27,25.0,10 years ,step_3,0
4115939,912199130_38858618436,yes,2.15,36.5,8 years ,confirm,1
4116051,315484165_56571437667,no,1.55,61.0,23 years ,step_2,0
4116773,296067434_21259158108,yes,17.2,50.5,4 years ,confirm,1
4117219,8319225_41838190694,no,1.35,30.0,12 years ,step_2,0
4117506,602372463_81004951444,no,3.15,33.0,4 years ,step_3,0
4117938,229902206_73067225351,yes,3.18,29.5,5 years ,confirm,1
4118789,395374969_23879957910,yes,1.42,71.0,8 years ,confirm,1
4119087,686449199_88154365608,no,,71.0,14 years ,,0
4119453,902215450_2813628851,yes,2.1,44.5,6 years ,confirm,1
4119989,251574000_47266436773,no,1.95,32.0,19 years ,step_3,0
4120456,177869936_87124525786,no,,76.0,14 years ,confirm,0
4120456,715612402_78120856132,yes,0.63,76.0,14 years ,confirm,1
4121100,823012636_21037787531,yes,1.48,29.5,13 years ,confirm,1
4122278,111581318_10363472431,no,,72.0,9 years ,,0
4122278,723553969_66032162372,no,0.98,72.0,9 years ,step_1,0
4122372,951693517_51151076069,yes,-6.37,37.5,18 years ,confirm,1
4122503,243673216_82593495094,no,,38.0,5 years ,,0
4122934,68226778_73060728345,yes,3.55,23.0,5 years ,confirm,1
4123242,243587141_56429513366,yes,6.83,66.0,6 years ,confirm,1
4123242,836828569_87679259523,no,,66.0,6 years ,confirm,0
4123542,707395357_62162191970,yes,1.68,61.0,27 years ,confirm,1
4123651,967180745_44330998043,yes,1.22,39.0,5 years ,confirm,1
4123816,6108322_80777177480,yes,1.4,20.5,4 years ,confirm,1
4124913,168424501_20799223190,yes,-0.83,59.5,17 years ,confirm,1
4124925,436921970_81460260564,no,-0.3,33.0,15 years ,step_1,0
4124935,85487362_25997495835,yes,5.53,34.5,8 years ,confirm,1
4126756,531919998_54680390604,yes,2.03,42.0,6 years ,confirm,1
4126924,740811140_432063272,yes,3.67,37.0,6 years ,confirm,1
4129506,337260010_26893593570,yes,2.02,23.5,6 years ,confirm,1
4129913,246787950_74515924540,no,0.42,22.0,3 years ,step_1,0
4130347,927952729_50651499160,yes,4.73,31.5,11 years ,confirm,1
4130407,246494405_59313361171,yes,1.95,21.5,24 years ,confirm,1
4131648,129947961_9634706896,no,,33.5,5 years ,,0
4131648,778794291_97699555948,yes,8.2,33.5,5 years ,confirm,1
4132062,82482653_70773540937,yes,1.43,27.0,7 years ,confirm,1
4133405,178279659_85454428043,yes,3.25,37.5,13 years ,confirm,1
4133509,39410972_76986031864,yes,-5649.3,65.5,8 years ,confirm,1
4134674,342136315_75657417293,yes,1.77,29.0,18 years ,confirm,1
4135136,149363916_44387951995,yes,-2483.9,53.5,11 years ,confirm,1
4135204,537007130_62600959269,no,-11.08,27.0,12 years ,step_3,0
4135603,477923129_20196111997,no,-0.63,65.0,21 years ,step_1,0
4135604,822230854_90053869218,yes,19.87,31.5,5 years ,confirm,1
4136161,732793230_19936285733,no,5.47,48.0,11 years ,step_3,0
4136269,592127600_85055615466,yes,8.87,79.5,11 years ,confirm,1
4137311,517346305_73776097019,yes,4.57,45.5,5 years ,confirm,1
4137479,71569871_65428762207,yes,3.43,20.5,5 years ,confirm,1
4137955,142872702_90663819140,no,1.08,47.0,10 years ,step_3,0
4138042,336963127_23744647511,no,,47.0,15 years ,,0
4138042,458682091_11750442497,no,,47.0,15 years ,,0
4138042,977059778_63117001700,no,-6058.13,47.0,15 years ,step_2,0
4138511,70453715_101843585,yes,4.87,32.5,6 years ,confirm,1
4138843,848426243_65862256191,yes,40413.07,42.5,14 years ,confirm,1
4138900,313532674_82368677420,no,1.38,69.0,7 years ,step_1,0
4139445,46712922_35734823743,yes,13.18,41.5,5 years ,confirm,1
4139631,87401099_87279603875,no,,54.0,21 years ,,0
4139631,942760329_65718837845,no,0.12,54.0,21 years ,step_1,0
4140276,940556262_37393566213,yes,5.0,57.5,5 years ,confirm,1
4140577,367313454_92743040489,no,4.47,58.0,11 years ,step_2,0
4141484,887956302_59348792264,no,-0.32,68.0,23 years ,step_3,0
4141937,883716087_4126943620,yes,2.18,65.5,26 years ,confirm,1
4142389,164646767_37595524488,yes,4.02,77.5,28 years ,confirm,1
4143292,259944033_85078255703,yes,17.52,49.5,6 years ,confirm,1
4143462,434694626_6961055648,yes,2.33,32.5,10 years ,confirm,1
4143564,750559762_91692898421,yes,4.6,54.0,27 years ,confirm,1
4145904,262795406_60517792168,no,,47.0,28 years ,,0
4147280,723185791_915119319,yes,2.87,35.5,12 years ,confirm,1
4147941,663900882_56144180209,yes,-1.58,61.5,28 years ,confirm,1
4149206,587850899_60742317942,no,0.08,56.0,27 years ,step_1,0
4149721,530957411_94901039643,yes,5.1,59.5,15 years ,confirm,1
4149810,909592920_80045272972,no,,31.0,11 years ,,0
4150418,729031627_71267724673,no,1.38,67.0,21 years ,step_3,0
4150493,42551210_3859928469,yes,0.88,26.5,6 years ,confirm,1
4151322,794599531_70019762722,no,,42.0,10 years ,,0
4151424,38970165_45666958731,yes,13.98,65.5,12 years ,confirm,1
4151874,226697271_34144741614,no,1.5,61.0,4 years ,step_2,0
4152089,638388242_1890563506,no,,79.0,4 years ,,0
4152488,77675914_8753536125,no,-25.62,61.0,16 years ,step_3,0
4152738,89549252_99620538541,no,-2.53,74.0,15 years ,step_3,0
4153931,936822409_21763983923,yes,1.63,60.5,5 years ,confirm,1
4155300,993577848_99735776152,yes,4.68,25.5,13 years ,confirm,1
4155983,57448943_99818249241,yes,3.08,23.5,4 years ,confirm,1
4155989,637878783_2024889199,yes,7.98,25.5,22 years ,confirm,1
4156023,757997908_52177570581,yes,3.18,36.0,5 years ,confirm,1
4156324,125712224_54905759370,yes,2.97,35.5,8 years ,confirm,1
4157037,149904128_19148385439,no,,45.0,14 years ,,0
4157945,647101115_32564802890,no,1.28,57.0,15 years ,step_3,0
4158404,751204807_42656382914,yes,4.03,40.5,5 years ,confirm,1
4158404,842124187_31220940407,no,,40.5,5 years ,,0
4159174,681798947_204134365,yes,5.28,71.5,5 years ,confirm,1
4159208,64731584_93228969822,no,1.7,50.0,8 years ,step_1,0
4159523,384523470_90836634706,yes,3.97,37.5,4 years ,confirm,1
4159731,350208713_55017499150,yes,2.45,24.5,6 years ,confirm,1
4160315,390633127_89342244769,yes,10.75,60.5,4 years ,confirm,1
4160440,632277977_19588694620,yes,5.93,59.5,5 years ,confirm,1
4160955,734389802_35094365022,no,2.18,71.0,9 years ,step_3,0
4162600,326469836_4640740996,yes,2.25,33.5,15 years ,confirm,1
4162726,87462826_45791155250,no,,32.0,12 years ,,0
4163260,916864337_61251538525,yes,3.93,58.5,11 years ,confirm,1
4164346,85554602_47042740679,yes,6.42,56.5,31 years ,confirm,1
4164359,198834829_88507899197,yes,10.43,32.5,11 years ,confirm,1
4164474,867462729_73701056500,yes,14.57,26.5,8 years ,confirm,1
4165094,484100420_13899238803,yes,4.5,39.0,6 years ,confirm,1
4165138,73101064_5351281864,yes,1.4,40.5,14 years ,confirm,1
4165370,19753223_79451947502,yes,2.43,34.5,22 years ,confirm,1
4165514,456208505_48965658416,no,-1.13,39.0,6 years ,step_3,0
4165625,856768066_99162045549,no,,56.0,6 years ,,0
4166100,546439293_33835145553,no,,70.5,23 years ,,0
4166100,707887651_21749189690,yes,3.22,70.5,23 years ,confirm,1
4166251,735822316_47109107178,no,34.55,59.0,5 years ,step_3,0
4166548,725947972_56384501526,yes,12.52,41.5,14 years ,confirm,1
4166734,671451053_43271226465,yes,5.15,34.5,7 years ,confirm,1
4166764,126337570_71093500143,no,1.58,50.0,5 years ,step_2,0
4167905,369971893_70190651840,no,,51.5,14 years ,,0
4167905,420905980_25301643471,yes,2.87,51.5,14 years ,confirm,1
4168213,644441289_69122368062,no,2.82,61.0,6 years ,step_2,0
4170203,348559652_64256788029,yes,58978.42,36.5,13 years ,confirm,1
4170232,667411220_40142468866,yes,1.95,70.5,35 years ,confirm,1
4170491,257228184_44037630348,yes,3.95,42.0,7 years ,confirm,1
4170615,501142420_76993149792,yes,0.65,60.0,10 years ,confirm,1
4170615,76692798_74369654689,no,,60.0,10 years ,,0
4171396,803686220_72705541194,yes,5.53,38.0,6 years ,confirm,1
4171954,782035180_37335068564,no,,76.0,12 years ,,0
4172424,448663498_67715440426,yes,4.98,75.5,13 years ,confirm,1
4172856,624923819_78570087253,no,3.85,47.0,15 years ,step_3,0
4173840,49130594_45899078466,yes,6.3,43.5,15 years ,confirm,1
4174109,166656339_45128316682,yes,1.65,25.5,2 years ,confirm,1
4174656,756373724_56604637248,no,0.93,27.0,7 years ,step_2,0
4174660,729309962_40590334979,no,5.1,68.0,12 years ,step_3,0
4174800,693779633_18028403665,yes,8.95,49.5,27 years ,confirm,1
4174906,94117168_62475352343,yes,2.07,27.5,8 years ,confirm,1
4175085,194858800_20326064288,yes,4.25,49.5,5 years ,confirm,1
4177659,292143807_70934007548,yes,2.42,34.0,7 years ,confirm,1
4177680,285087950_90782503724,yes,2.62,68.0,4 years ,confirm,1
4177680,569010952_86902184512,no,,68.0,4 years ,,0
4177841,584449696_43951232395,yes,1.5,41.5,23 years ,confirm,1
4177888,202402589_94686626982,no,0.15,90.5,22 years ,step_1,0
4177888,458462145_98753892686,no,,90.5,22 years ,,0
4177888,529643496_1885819208,yes,3.95,90.5,22 years ,confirm,1
4177979,35574529_36815415661,yes,4.12,66.5,8 years ,confirm,1
4178665,379549568_91867698895,yes,3.1,28.5,8 years ,confirm,1
4179251,124242363_58749382715,yes,4.47,29.5,6 years ,confirm,1
4179288,458584643_34986461442,yes,7.77,50.5,14 years ,confirm,1
4179364,997795200_33559481723,yes,4.58,52.0,3 years ,confirm,1
4180738,217262033_653151676,yes,4.7,51.5,20 years ,confirm,1
4182207,622196558_17080304635,no,,51.0,3 years ,,0
4183213,95679377_39969386028,no,4.13,65.0,15 years ,step_3,0
4183269,533909476_51209455666,no,2.62,50.5,23 years ,step_2,0
4183269,614826554_30177446666,yes,8.4,50.5,23 years ,confirm,1
4183269,959201431_55175158330,no,,50.5,23 years ,,0
4184921,444367055_89174497190,yes,10.15,53.5,6 years ,confirm,1
4185812,272619229_86546223014,yes,-36757.73,63.5,15 years ,confirm,1
4187030,566290911_9555690714,yes,2.22,22.5,5 years ,confirm,1
4187527,642272594_74731063432,yes,9.65,28.5,20 years ,confirm,1
4188215,169489287_21537411706,yes,8.37,32.5,8 years ,confirm,1
4189206,612447883_14989390597,no,-0.03,51.0,22 years ,step_1,0
4189284,151915749_84443565074,yes,1.87,24.5,4 years ,confirm,1
4189284,653061170_50568915854,no,2.28,24.5,4 years ,step_3,0
4189492,109782181_92237264875,no,5.22,54.0,20 years ,step_2,0
4190314,380559109_36213473611,no,1.68,61.0,15 years ,step_3,0
4190442,757487384_79994752666,yes,3.48,37.0,4 years ,confirm,1
4190539,925158321_24656096000,yes,2.75,52.5,16 years ,confirm,1
4191064,856268105_11670186606,yes,3.65,21.5,24 years ,confirm,1
4192940,916136544_79132100285,yes,1.2,50.5,5 years ,confirm,1
4193281,876530129_92846205847,yes,16.23,74.5,12 years ,confirm,1
4193650,963090285_86381269630,yes,3.02,43.5,28 years ,confirm,1
4194127,705849367_12708647636,yes,11.88,49.5,6 years ,confirm,1
4194716,466673663_18255049030,yes,18.22,35.5,16 years ,confirm,1
4194896,645529050_43722816475,no,,56.0,10 years ,,0
4195484,474264461_14016199186,yes,-4.33,55.5,9 years ,confirm,1
4195653,113636992_41415695400,yes,3.02,41.5,9 years ,confirm,1
4196060,13360342_68953053091,yes,16.55,66.5,22 years ,confirm,1
4197158,950296874_30362668117,no,,48.0,8 years ,,0
4197171,341547780_41254940234,no,,31.5,9 years ,,0
4197171,654170896_95185314328,no,,31.5,9 years ,confirm,0
4197171,738900365_16465000337,no,-167.12,31.5,9 years ,step_3,0
4197208,937460622_87787571747,yes,4.38,53.5,18 years ,confirm,1
4197604,506981475_92066168171,no,,54.0,23 years ,,0
4198518,109073092_52293359383,yes,4.02,65.5,24 years ,confirm,1
4198690,474209463_3408012575,no,-0.28,36.0,12 years ,step_1,0
4199402,581561203_19648781403,yes,3.73,69.0,6 years ,confirm,1
4200308,392671646_50462176834,no,,38.0,3 years ,,0
4201118,206986197_56363337897,yes,3.48,48.5,11 years ,confirm,1
4201434,279679804_57143570139,no,2.18,65.0,7 years ,step_3,0
4202044,117417572_50945904026,yes,3.63,41.5,23 years ,confirm,1
4202376,189061538_34590003121,yes,1.13,45.5,15 years ,confirm,1
4202537,452325512_81626437719,no,1.08,20.0,17 years ,step_1,0
4203297,453018478_26432613564,no,0.4,32.0,6 years ,step_1,0
4203585,379507505_84762008044,no,-0.05,33.0,6 years ,step_1,0
4203907,791336546_66666568738,no,-1.68,40.0,10 years ,step_2,0
4204378,59357601_47889005323,yes,4.05,54.5,5 years ,confirm,1
4204704,276381111_81021986143,yes,2.8,51.5,13 years ,confirm,1
4204839,442998737_89985076157,yes,-9.8,25.5,5 years ,confirm,1
4204881,81942353_3296936354,no,,26.0,5 years ,,0
4205329,71155696_7729452714,yes,11.77,58.5,8 years ,confirm,1
4206279,725551458_86040323666,no,,30.0,8 years ,,0
4206785,282942360_86853991885,no,-2.55,69.0,32 years ,step_3,0
4208202,679671650_30696154861,yes,17.1,37.5,18 years ,confirm,1
4210170,291435561_44734232251,yes,3.4,60.0,21 years ,confirm,1
4210290,905024513_19542062023,yes,2.47,49.0,21 years ,confirm,1
4211028,516375832_82775842179,yes,6.28,59.5,7 years ,confirm,1
4211505,287102440_81421147396,yes,3.23,54.0,21 years ,confirm,1
4213724,268679265_54602862378,yes,5.07,26.5,9 years ,confirm,1
4213745,191114056_51391376351,yes,6.0,37.5,6 years ,confirm,1
4213800,356772435_50340572585,no,,36.0,14 years ,,0
4213800,985413745_8250533163,no,-977.13,36.0,14 years ,step_2,0
4214438,335741100_15642500021,yes,4.92,59.5,8 years ,confirm,1
4215317,236168033_44961273369,no,0.12,57.0,18 years ,step_1,0
4217056,563562441_26069053360,yes,7.22,49.5,6 years ,confirm,1
4218088,552965687_73452056318,yes,1.35,24.0,4 years ,confirm,1
4218088,988544087_25563518711,no,0.13,24.0,4 years ,step_1,0
4218860,513008954_31593331157,yes,22.75,60.0,15 years ,confirm,1
4219119,669583666_87756077480,yes,2.1,37.5,15 years ,confirm,1
4219127,913817145_53175470809,yes,2.93,49.5,17 years ,confirm,1
4219223,107331488_2956316543,yes,2.02,71.0,17 years ,confirm,1
4219309,452863055_75183985427,no,3.45,67.0,16 years ,step_1,0
4219577,665025140_81940291388,no,1.17,59.0,20 years ,step_2,0
4219831,566934863_37401127877,yes,4.43,62.0,22 years ,confirm,1
4220737,86120502_33902201533,yes,1.7,36.0,14 years ,confirm,1
4221338,684528436_41302479829,no,,26.0,24 years ,,0
4221751,105333752_94099738714,no,,58.0,38 years ,,0
4221851,178265696_3762282839,no,,36.0,6 years ,,0
4222194,314275607_96677679733,no,,21.0,9 years ,,0
4222945,746575136_56239542298,yes,2.55,58.5,5 years ,confirm,1
4222979,759645767_9872201720,no,,75.0,22 years ,,0
4223520,858473806_73421767059,yes,3.2,48.5,22 years ,confirm,1
4223910,165742763_42297313873,yes,7.13,56.5,14 years ,confirm,1
4224360,779732205_29874126756,yes,3.53,37.5,13 years ,confirm,1
4224816,515345201_38191330207,no,3.87,29.0,4 years ,step_3,0
4224830,523485019_48857184562,no,0.9,74.0,9 years ,step_1,0
4224941,56144394_15285547467,yes,3.63,63.5,6 years ,confirm,1
4225078,327872776_19167361545,yes,5.9,45.0,21 years ,confirm,1
4225354,784679916_36488196323,yes,9.25,53.5,20 years ,confirm,1
4226585,719475385_45206193087,no,-22.17,77.0,21 years ,step_1,0
4227154,332678677_99717674173,yes,2.88,47.5,21 years ,confirm,1
4227725,554557284_71171052205,yes,2.5,61.5,28 years ,confirm,1
4227953,588288972_8146047102,yes,10.53,28.5,5 years ,confirm,1
4228011,800356956_73819499701,yes,8.47,20.5,6 years ,confirm,1
4228858,803996837_49868084249,no,3.72,58.0,6 years ,step_3,0
4229407,4928984_41493073827,yes,-7364.32,58.5,16 years ,confirm,1
4230817,580712256_68521230625,yes,3.43,72.0,20 years ,confirm,1
4231428,262581577_30246636752,yes,1.75,36.0,6 years ,confirm,1
4231609,874385450_75114127545,no,0.15,45.0,6 years ,step_1,0
4231726,166034689_71178167847,yes,13.73,59.5,14 years ,confirm,1
4231887,136871498_70933754316,no,,71.0,16 years ,,0
4231887,337239580_11693957511,no,-1.1,71.0,16 years ,step_3,0
4231894,125860925_83769504887,yes,3.62,34.5,4 years ,confirm,1
4232218,331135703_7298226050,no,-0.02,47.0,15 years ,step_1,0
4233509,466163566_92454020739,no,,54.0,6 years ,,0
4233642,684898653_10543363954,no,1.55,68.0,8 years ,step_1,0
4233950,735001604_39715906936,yes,6.28,52.5,7 years ,confirm,1
4234977,378592378_27217204992,yes,2.42,30.0,5 years ,confirm,1
4235118,397351669_26089203352,yes,3.43,73.0,11 years ,confirm,1
4235212,495488111_80304082511,no,,70.0,26 years ,,0
4235655,314718916_31456596975,no,-0.05,63.0,7 years ,step_1,0
4236139,517412389_2832276157,yes,103515.13,51.5,11 years ,confirm,1
4236324,974296537_41972583293,no,,50.0,16 years ,,0
4236434,673458970_79664044650,yes,4.12,55.5,12 years ,confirm,1
4236442,389144513_28747021041,yes,3.25,30.5,6 years ,confirm,1
4236796,760072758_16340261500,no,-0.03,28.0,12 years ,step_1,0
4237084,500875917_80590136833,no,,29.0,6 years ,,0
4237084,986942492_86328459740,yes,15.2,29.0,6 years ,confirm,1
4237204,166766335_41795511170,no,0.12,50.0,13 years ,step_1,0
4237223,295405905_77899742846,no,,64.5,21 years ,confirm,0
4237223,685033990_15738215566,no,,64.5,21 years ,confirm,0
4237223,685626467_18834774499,no,,64.5,21 years ,,0
4237223,961061583_98861013579,no,-3723.87,64.5,21 years ,step_3,0
4237467,205857374_90950373474,yes,4.62,40.5,7 years ,confirm,1
4237578,238722802_4254413421,yes,2.7,31.5,7 years ,confirm,1
4237887,681569132_34733632776,no,,64.0,15 years ,,0
4237982,201762951_56968623403,yes,2.15,35.0,8 years ,confirm,1
4238081,179270203_87535232427,yes,3.48,33.5,12 years ,confirm,1
4238196,540512705_75789253085,yes,2.53,22.5,5 years ,confirm,1
4238252,991530920_80262907228,no,1.38,33.0,10 years ,step_3,0
4238536,868167750_71921426556,yes,4.22,21.0,6 years ,confirm,1
4239236,695648189_99213293167,no,0.75,46.0,6 years ,step_2,0
4239236,772500859_60559429355,no,-10203.68,46.0,6 years ,step_2,0
4239411,607963298_13449993820,no,2.0,66.0,28 years ,step_3,0
4239436,477355155_73731267460,yes,4.6,64.5,5 years ,confirm,1
4239711,136738739_14018069183,no,,87.0,17 years ,,0
4239711,457736497_65955218067,yes,2.1,87.0,17 years ,confirm,1
4239876,731700990_86923716765,yes,13.02,33.5,10 years ,confirm,1
4242638,104206045_66061298647,yes,1.75,25.5,8 years ,confirm,1
4242638,462616071_12621939165,no,1.27,25.5,8 years ,step_2,0
4242754,148342869_17448577297,yes,3.63,36.0,15 years ,confirm,1
4242907,818740189_885291424,yes,66999.57,60.5,13 years ,confirm,1
4243285,748913126_23511961808,no,,48.5,4 years ,,0
4243285,985289203_23034714307,yes,6.97,48.5,4 years ,confirm,1
4243421,379331745_93364767691,yes,4.63,50.0,21 years ,confirm,1
4243600,226580667_77262564011,no,-0.07,24.0,12 years ,step_1,0
4243856,113627427_10245942798,yes,2.17,27.5,12 years ,confirm,1
4244178,822418023_75931875076,no,1.82,79.0,33 years ,step_1,0
4244199,651895786_95706230944,no,0.2,24.0,5 years ,step_1,0
4244266,369374937_23256816451,yes,1.6,19.5,4 years ,confirm,1
4244465,650212010_13382807053,yes,8.02,52.5,15 years ,confirm,1
4244755,391007445_10310547929,no,,50.0,12 years ,,0
4245137,967415299_9808127452,no,-2.98,30.0,4 years ,step_2,0
4245543,618501086_2152889292,yes,-2.75,64.5,9 years ,confirm,1
4245790,828976275_53011248852,yes,-1941.47,69.5,6 years ,confirm,1
4246419,564245102_43026412902,yes,2.05,35.5,7 years ,confirm,1
4246898,579766778_97558104509,yes,3.23,25.5,6 years ,confirm,1
4247007,880337426_36702832975,no,-0.47,23.0,5 years ,step_1,0
4247153,502857640_31122293001,yes,4.78,57.5,5 years ,confirm,1
4247363,79633724_90524669037,yes,-7683.68,60.5,12 years ,confirm,1
4248171,457440452_98657985021,no,0.6,30.5,4 years ,step_2,0
4248171,640569483_42938683491,yes,7.2,30.5,4 years ,confirm,1
4248517,409297087_2957744289,no,-1.43,59.0,6 years ,step_3,0
4249316,101842234_63269709107,yes,5.22,63.5,11 years ,confirm,1
4249501,237342513_59743487995,yes,-1434.67,39.5,15 years ,confirm,1
4249720,180412310_13169393332,yes,3.13,43.0,11 years ,confirm,1
4249811,693356742_28662752635,no,-0.28,23.0,6 years ,step_2,0
4250110,626862751_32832518241,yes,-3658.52,50.5,10 years ,confirm,1
4250169,402230423_28337972897,yes,2.75,57.5,9 years ,confirm,1
4250505,746330595_37294033408,no,,33.0,6 years ,,0
4250732,833251483_84596486026,no,2.23,41.0,17 years ,step_1,0
4250732,993619721_16106455508,no,,41.0,17 years ,,0
4251068,366423182_40937025208,yes,-6697.27,56.5,6 years ,confirm,1
4251627,839899375_58932686277,yes,6.5,61.5,11 years ,confirm,1
4251934,389150967_34111632365,yes,2.8,20.5,8 years ,confirm,1
4252494,356825312_64549552606,yes,9.57,48.0,16 years ,confirm,1
4252737,867703186_64718955033,no,,56.0,4 years ,,0
4252852,620943370_9715071286,no,4.07,71.0,11 years ,step_3,0
4252909,652592381_66954162045,no,4.22,33.0,5 years ,step_3,0
4253705,233069774_92754337938,no,,49.0,6 years ,,0
4253705,914246569_74530808667,no,-0.08,49.0,6 years ,step_1,0
4253810,445106884_65807840688,yes,2.03,24.5,4 years ,confirm,1
4253896,61945331_71613988773,yes,2.03,40.5,6 years ,confirm,1
4254265,187236934_10934200970,no,1.12,66.0,15 years ,step_1,0
4255823,285185648_18096514273,yes,5.73,67.5,13 years ,confirm,1
4255962,610825104_63158673650,yes,14.08,61.5,12 years ,confirm,1
4256779,945455120_91187936116,yes,2.98,32.5,27 years ,confirm,1
4257128,569712845_14975064891,no,0.22,45.0,7 years ,step_2,0
4257130,528856086_8565689815,yes,3.53,59.5,21 years ,confirm,1
4257470,895779415_43466899589,yes,10.03,43.0,4 years ,confirm,1
4257759,634782171_69559676746,yes,2.93,31.5,6 years ,confirm,1
4259193,564044175_28225611161,no,1.42,31.0,12 years ,step_3,0
4259212,555559540_32915865660,yes,1.42,34.0,13 years ,confirm,1
4259292,821793855_10449524967,no,5.47,27.0,6 years ,step_3,0
4259489,502732190_20322424176,yes,10.93,86.5,11 years ,confirm,1
4260236,450408999_27165590760,yes,12.87,60.0,12 years ,confirm,1
4260858,397804467_12583808329,yes,6.65,56.5,13 years ,confirm,1
4260890,925078561_2413362339,yes,6.58,64.0,9 years ,confirm,1
4261082,996232477_7394191922,no,,33.0,22 years ,,0
4261135,400592114_82380023832,yes,4.45,38.5,16 years ,confirm,1
4261135,828699835_5113501563,no,,38.5,16 years ,,0
4262392,828531117_44226523515,yes,57504.88,44.5,21 years ,confirm,1
4262414,634021509_63956793423,yes,-2.37,36.5,10 years ,confirm,1
4263114,5273107_26618525821,yes,3.18,40.5,7 years ,confirm,1
4263272,599581712_31436388686,yes,1.17,64.5,4 years ,confirm,1
4263526,625756163_75035757728,yes,1.58,34.5,11 years ,confirm,1
4264493,949600620_96648876358,yes,2.3,22.5,5 years ,confirm,1
4265125,921887259_50504900141,no,-0.43,73.0,29 years ,step_1,0
4265479,753011070_32495480834,yes,3.05,32.0,6 years ,confirm,1
4266091,645217304_9264471492,no,22.9,64.0,6 years ,step_2,0
4266091,984663473_63909772630,no,,64.0,6 years ,,0
4266634,637652163_4276960005,yes,4.67,29.0,6 years ,confirm,1
4266877,358980121_9494911182,yes,1.85,55.5,15 years ,confirm,1
4267119,448327265_33668374421,yes,7.12,66.5,3 years ,confirm,1
4267206,196241270_4328251541,yes,2.87,40.0,12 years ,confirm,1
4267206,813968467_94054111480,no,,40.0,12 years ,,0
4267473,453175005_53645654484,yes,1.33,21.0,6 years ,confirm,1
4267612,962435731_62282268329,no,0.55,28.0,28 years ,step_2,0
4267969,635258058_38323820433,yes,6.8,42.5,15 years ,confirm,1
4268219,733450224_79154586167,no,3.15,65.0,29 years ,step_3,0
4269937,760580492_49222435625,no,,61.0,7 years ,,0
4270083,215225596_19380832835,no,,42.0,6 years ,,0
4271845,736000522_85151292195,yes,4.9,40.5,21 years ,confirm,1
4271947,228252269_30591726083,no,5.92,49.0,16 years ,step_3,0
4271947,883736529_95227774076,yes,9.4,49.0,16 years ,confirm,1
4272044,523350373_47036660291,yes,21.45,58.5,5 years ,confirm,1
4272860,680081355_9843298427,no,,54.0,5 years ,,0
4273312,719201275_18634576792,yes,8.0,62.5,13 years ,confirm,1
4273386,752472845_50883986150,yes,4.47,24.5,7 years ,confirm,1
4273676,88235128_76826097879,yes,3.8,62.5,6 years ,confirm,1
4274437,346595366_90521851950,no,,53.0,6 years ,,0
4275135,469470268_27452508112,no,,26.0,6 years ,,0
